Cement,Slag,Ash,Water,Plast,Coarse,Fine,Days,Mpa,WC,Predicted_Mpa
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3,19.11,0.49,33.45406610858732
238.1,0.0,94.1,186.7,7.0,949.9,847.0,28,30.23,0.78,34.6549653625421
491.0,26.0,123.0,201.0,3.9,822.0,699.0,56,61.86,0.41,31.41480322451317
491.0,26.0,123.0,210.0,3.9,882.0,699.0,56,59.59,0.43,29.375540340439017
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56,55.2,0.41,41.18060659157937
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,14.84,0.63,34.881550127439226
250.0,0.0,95.7,187.4,5.5,956.9,861.2,56,38.33,0.75,34.4963560271141
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,27.04,0.58,32.32114228410168
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180,39.78,0.69,25.29701457229072
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3,15.52,0.98,39.7984395257069
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180,40.76,0.6,25.29701457229072
380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,53.3,0.6,25.29701457229072
288.0,121.0,0.0,177.0,7.0,908.0,829.0,28,42.13,0.61,36.85283758204423
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100,47.74,0.75,40.84072944423368
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,43.25,0.96,33.45406610858732
387.0,20.0,94.0,157.0,13.9,938.0,845.0,3,25.51,0.41,41.384532879986786
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7,18.91,0.63,34.81357469797008
322.2,0.0,115.6,196.0,10.4,817.9,813.4,28,31.18,0.61,32.54772704899881
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,29.93,0.75,34.24711278572727
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,35.36,0.36,40.25160905550115
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270,54.38,0.75,25.29701457229072
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3,11.85,0.62,33.45406610858732
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.3,0.43,37.30600711183849
321.0,164.0,0.0,190.0,5.0,870.0,774.0,28,57.21,0.59,33.90723563838157
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,14.2,0.67,35.49332899266147
149.0,117.6,91.7,182.9,7.1,953.4,780.3,28,23.52,1.23,35.51598746915118
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,8.0,1.0,34.881550127439226
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,39.3,0.36,40.25160905550115
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,54.1,0.37,43.559746622999214
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,14.31,0.58,33.45406610858732
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180,41.72,0.97,33.45406610858732
222.4,0.0,96.7,189.3,4.5,967.1,870.3,100,40.71,0.85,34.06584497380956
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55,0.99,37.91778597706073
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,18.75,0.75,33.45406610858732
255.3,98.8,77.0,188.6,6.5,919.0,749.3,28,33.8,0.74,34.22445430923755
322.0,0.0,116.0,196.0,10.0,818.0,813.0,28,31.18,0.61,32.54772704899881
266.2,112.3,87.5,177.9,10.4,909.7,744.5,28,39.42,0.67,36.648911293636814
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,24.4,0.4,33.45406610858732
250.0,0.0,95.7,191.8,5.3,948.9,857.2,3,8.49,0.77,33.49938306156674
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,28,26.4,0.85,40.22895057901144
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6,0.72,41.701751550842765
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95,0.58,40.54616924986742
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55,0.41,41.15794811508966
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,12.54,0.63,33.227481343690194
295.7,0.0,95.6,171.5,8.9,955.1,859.2,28,39.94,0.58,38.09905378897844
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3,23.52,0.58,44.488744159077434
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28,55.94,0.36,34.1338204032787
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,12.73,0.73,35.719913757558594
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56,39.27,0.77,33.2501398201799
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14,59.76,0.32,37.75917664163274
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,24.85,0.88,39.209319136974365
387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,36.84,0.41,41.384532879986786
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,11.39,1.11,33.45406610858732
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56,28.63,1.06,36.9661299644928
310.0,0.0,0.0,192.0,0.0,970.0,850.0,28,27.92,0.62,33.45406610858732
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,9.31,0.78,32.09455751920455
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14,22.72,0.85,40.27426753199086
145.0,0.0,179.0,202.0,8.0,824.0,869.0,28,10.54,1.39,31.18821845961604
277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,23.14,0.58,40.56882772635713
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3,11.65,0.66,33.45406610858732
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,31.9,0.55,34.881550127439226
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7,7.84,0.9,36.17308328735285
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,25.22,0.63,34.881550127439226
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14,20.08,0.85,32.66101943144737
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,46.8,0.36,42.6534075634107
238.1,0.0,94.1,186.7,7.0,949.9,847.0,56,39.59,0.78,34.6549653625421
284.0,15.0,141.0,179.0,5.5,842.0,801.0,3,13.4,0.63,36.39966805224998
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3,15.05,0.55,33.45406610858732
152.0,178.0,139.0,168.0,18.0,944.0,695.0,28,36.35,1.11,38.892100466118386
160.2,188.0,146.4,203.2,11.3,828.7,709.7,28,35.31,1.27,30.916316741739493
202.0,11.0,141.0,206.0,1.7,942.0,801.0,7,15.07,1.02,30.281879400027528
194.7,0.0,100.5,170.2,7.5,998.0,901.8,3,12.18,0.87,38.39361398334471
156.0,178.0,187.0,221.0,7.0,854.0,614.0,28,29.41,1.42,26.883107926570617
222.4,0.0,96.7,189.3,4.5,967.1,870.3,14,24.45,0.85,34.06584497380956
143.8,136.3,106.2,178.1,7.5,941.5,774.3,28,26.15,1.24,36.603594340657395
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.15,0.94,41.089972685620516
266.0,114.0,0.0,228.0,0.0,932.0,670.0,90,47.03,0.86,25.29701457229072
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56,33.96,0.85,39.43590390187149
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28,33.61,0.55,33.45406610858732
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7,32.82,0.6,25.29701457229072
151.0,0.0,184.0,167.0,12.0,991.0,772.0,28,15.57,1.11,39.11868523101551
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,16.28,0.57,28.333250421912233
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,38.5,0.75,40.931363350192534
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3,9.87,0.62,33.45406610858732
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,34.49,0.63,33.227481343690194
166.0,259.7,0.0,183.2,12.7,858.8,826.8,28,37.92,1.1,35.44801203968204
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,11.48,0.74,34.881550127439226
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,68.3,0.38,35.92384004596601
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28,24.54,0.85,32.728994860916515
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7,9.62,1.17,34.881550127439226
139.9,132.6,103.3,200.3,7.4,916.0,753.4,28,36.44,1.43,31.573412559941154
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,14.99,0.55,33.45406610858732
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3,9.69,1.22,33.45406610858732
122.6,183.9,0.0,203.5,0.0,958.2,800.1,7,10.35,1.66,30.84834131227035
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14,26.05,0.72,41.0446557326411
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90,37.23,0.58,33.45406610858732
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28,25.18,0.63,35.04015946286721
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77,0.95,39.61717171378919
374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28,39.06,0.51,33.86191868540215
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,43.8,0.65,34.451039074134684
298.1,0.0,107.0,186.4,6.1,879.0,815.2,28,42.64,0.63,34.72294079201123
190.0,190.0,0.0,228.0,0.0,932.0,670.0,365,53.69,1.2,25.29701457229072
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28,34.29,0.53,34.81357469797008
303.6,139.9,0.0,213.5,6.2,895.5,722.5,28,33.42,0.7,28.58249366329907
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,27.34,0.58,30.961633694718913
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4,0.94,41.089972685620516
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7,21.16,0.55,35.04015946286721
252.3,0.0,98.8,146.3,14.2,987.8,889.0,3,21.78,0.58,43.80898986438605
380.0,95.0,0.0,228.0,0.0,932.0,594.0,365,43.7,0.6,25.29701457229072
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,51.04,0.4,31.641387989410298
249.1,0.0,98.8,158.1,12.8,987.8,889.0,28,30.85,0.63,41.13528963859995
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56,53.46,0.98,39.7984395257069
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,22.49,0.49,34.881550127439226
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,44.09,0.4,31.641387989410298
212.0,141.3,0.0,203.5,0.0,973.4,750.0,28,33.0,0.96,30.84834131227035
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7,10.22,0.75,33.45406610858732
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7,13.09,0.84,34.881550127439226
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28,39.32,1.0,33.45406610858732
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100,50.08,0.72,41.883019362760464
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3,9.45,0.85,40.27426753199086
540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28,79.99,0.3,40.25160905550115
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,0.45,39.59451323729948
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2,0.72,41.701751550842765
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,14.6,0.66,33.45406610858732
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28,20.59,1.88,30.84834131227035
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,0.45,39.59451323729948
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28,25.73,1.09,34.881550127439226
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,69.66,0.32,37.75917664163274
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,18.2,1.37,34.881550127439226
150.9,0.0,183.9,166.6,11.6,991.2,772.2,28,15.57,1.1,39.209319136974365
290.4,0.0,96.2,168.1,9.4,961.2,865.0,100,48.97,0.58,38.86944198962867
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,56.81,0.98,39.7984395257069
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7,19.35,0.81,30.84834131227035
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28,18.42,0.82,33.00089657879306
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7,21.48,1.0,33.45406610858732
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,47.28,0.5,39.11868523101551
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,21.07,1.17,34.881550127439226
252.3,0.0,98.8,146.3,14.2,987.8,889.0,28,50.6,0.58,43.80898986438605
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,38.02,0.36,40.25160905550115
254.0,0.0,0.0,198.0,0.0,968.0,863.0,365,29.79,0.78,32.09455751920455
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360,42.13,0.55,33.45406610858732
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3,15.61,0.75,40.88604639721311
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,28,29.65,0.75,34.24711278572727
194.7,0.0,100.5,170.2,7.5,998.0,901.8,56,43.39,0.87,38.39361398334471
135.0,105.0,193.0,196.0,6.0,965.0,643.0,28,21.91,1.45,32.54772704899881
277.1,0.0,97.4,160.6,11.8,973.9,875.6,28,48.28,0.58,40.56882772635713
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100,43.58,0.75,34.24711278572727
387.0,20.0,94.0,157.0,14.3,938.0,845.0,3,22.75,0.41,41.384532879986786
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3,33.8,0.36,34.1338204032787
151.0,0.0,185.0,167.0,16.0,1074.0,678.0,28,13.46,1.11,39.11868523101551
146.5,114.6,89.3,201.9,8.8,860.0,829.5,28,19.99,1.38,31.210876936105755
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,0.45,39.59451323729948
313.3,145.0,0.0,178.5,8.0,1001.9,688.7,28,41.05,0.57,36.51296043469854
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28,36.96,0.81,30.84834131227035
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28,39.05,0.51,33.90723563838157
146.0,230.0,0.0,202.0,3.0,827.0,872.0,28,33.06,1.38,31.18821845961604
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12,0.94,41.089972685620516
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,14,20.92,0.85,36.10510785788371
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7,30.14,0.47,34.58698993307296
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56,44.4,0.75,40.84072944423368
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28,24.5,0.67,35.49332899266147
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180,71.62,0.32,37.75917664163274
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56,36.3,0.57,28.333250421912233
314.0,0.0,113.0,170.0,10.0,925.0,783.0,28,38.46,0.54,38.43893093632413
298.0,0.0,107.0,164.0,13.0,953.0,784.0,28,35.86,0.55,39.7984395257069
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,100,40.15,0.77,33.2501398201799
296.0,0.0,106.7,221.4,10.5,819.2,778.4,28,31.42,0.75,26.792474020611763
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14,20.73,0.77,33.2501398201799
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3,4.78,1.25,33.45406610858732
314.0,145.3,113.2,178.9,8.0,869.1,690.2,28,46.23,0.57,36.42232652873969
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,100,33.56,0.88,39.209319136974365
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,23.35,0.36,40.25160905550115
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,32.92,0.63,33.227481343690194
516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,41.37,0.31,40.25160905550115
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,56,32.85,0.73,49.360316604365686
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7,35.08,0.53,25.29701457229072
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2,0.95,39.61717171378919
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,23.4,0.58,33.45406610858732
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7,20.97,0.58,32.32114228410168
152.0,0.0,112.0,184.0,8.0,992.0,816.0,28,12.18,1.21,35.26674422776434
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3,13.18,0.85,35.78788918702774
152.7,144.7,0.0,178.1,8.0,999.7,822.2,28,19.01,1.17,36.603594340657395
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7,14.64,0.97,33.45406610858732
222.4,0.0,96.7,189.3,4.5,967.1,870.3,3,11.58,0.85,34.06584497380956
305.0,0.0,100.0,196.0,10.0,959.0,705.0,28,30.12,0.64,32.54772704899881
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7,26.06,0.5,34.81357469797008
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100,56.74,0.59,37.35132406481791
148.5,139.4,108.6,192.7,6.1,892.4,780.0,28,23.7,1.3,33.29545677315933
272.8,105.1,81.8,209.7,9.0,904.0,679.7,28,37.17,0.77,29.44351576990816
424.0,22.0,132.0,168.0,8.9,822.0,750.0,3,32.11,0.4,38.892100466118386
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,38.61,0.43,42.06428717467817
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28,33.02,0.69,25.29701457229072
380.0,95.0,0.0,228.0,0.0,932.0,594.0,28,36.45,0.6,25.29701457229072
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,52.01,0.36,40.25160905550115
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7,7.72,1.88,30.84834131227035
249.1,0.0,98.8,158.1,12.8,987.8,889.0,14,28.68,0.63,41.13528963859995
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7,59.09,0.37,43.8996237703449
250.0,0.0,95.7,191.8,5.3,948.9,857.2,14,24.66,0.77,33.49938306156674
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3,17.57,0.72,41.883019362760464
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39,1.06,37.28334863534878
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28,31.27,0.94,38.39361398334471
154.0,174.0,185.0,228.0,7.0,845.0,612.0,28,24.34,1.48,25.29701457229072
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28,20.87,0.73,35.719913757558594
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28,30.44,0.96,33.45406610858732
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75,0.91,41.42984983296621
164.2,0.0,200.1,181.2,12.6,849.3,846.0,28,15.09,1.1,35.9011815694763
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,24.07,0.49,34.881550127439226
313.0,161.0,0.0,178.0,10.0,917.0,759.0,28,52.44,0.57,36.626252817147105
250.0,180.0,95.0,159.0,9.5,860.0,800.0,28,67.87,0.64,40.931363350192534
397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28,39.09,0.47,35.04015946286721
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56,38.56,0.85,40.27426753199086
331.0,170.0,0.0,195.0,8.0,811.0,802.0,28,56.61,0.59,32.774311813895935
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14,22.32,0.85,32.728994860916515
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2,0.36,42.177579557126734
385.0,0.0,0.0,186.0,0.0,966.0,763.0,1,6.27,0.48,34.81357469797008
238.1,0.0,94.1,186.7,7.0,949.9,847.0,14,25.69,0.78,34.6549653625421
325.6,166.4,0.0,174.0,8.9,881.6,790.0,28,61.24,0.53,37.532591876735616
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.8,0.52,37.3286655883282
222.4,0.0,96.7,189.3,4.5,967.1,870.3,28,24.89,0.85,34.06584497380956
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100,47.82,0.75,40.931363350192534
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56,35.57,0.93,38.52956484228298
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7,35.1,0.52,37.3286655883282
302.0,0.0,0.0,203.0,0.0,974.0,817.0,28,21.75,0.67,30.961633694718913
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3,28.8,0.56,37.19271472938993
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7,30.28,0.69,25.29701457229072
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7,15.58,0.61,35.26674422776434
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3,24.1,0.52,37.3286655883282
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7,34.9,0.41,41.18060659157937
491.0,26.0,123.0,201.0,3.9,822.0,699.0,3,29.55,0.41,31.41480322451317
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3,14.4,0.99,39.843756478686316
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.83,0.58,43.80898986438605
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3,15.87,0.55,33.45406610858732
427.5,47.5,0.0,228.0,0.0,932.0,594.0,270,43.01,0.53,25.29701457229072
249.1,0.0,98.8,158.1,12.8,987.8,889.0,3,15.36,0.63,41.13528963859995
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,22.63,0.91,34.881550127439226
132.0,206.5,160.9,178.9,5.5,866.9,735.6,28,33.31,1.36,36.42232652873969
387.0,20.0,94.0,157.0,11.6,938.0,845.0,3,34.77,0.41,41.384532879986786
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3,36.3,0.36,42.6534075634107
312.7,144.7,0.0,127.3,8.0,999.7,822.2,28,44.52,0.41,48.114100397431486
375.0,93.8,0.0,126.6,23.4,852.1,992.6,28,56.7,0.34,48.27270973285947
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53,0.65,45.05520607132026
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28,26.85,0.61,35.26674422776434
162.0,190.0,148.0,179.0,19.0,838.0,741.0,28,33.76,1.1,36.39966805224998
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180,37.33,0.62,33.45406610858732
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120,38.7,0.62,33.45406610858732
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56,73.7,0.37,43.559746622999214
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,53.9,0.85,35.78788918702774
153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28,25.56,1.16,36.626252817147105
273.0,105.0,82.0,210.0,9.0,904.0,680.0,28,37.17,0.77,29.375540340439017
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96,0.72,41.701751550842765
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29,0.91,41.42984983296621
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,41.37,0.31,40.25160905550115
116.0,173.0,0.0,192.0,0.0,909.8,891.9,7,10.09,1.66,33.45406610858732
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7,17.44,0.58,33.45406610858732
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,100,39.61,0.85,36.10510785788371
155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28,12.46,1.25,33.227481343690194
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.1,0.37,43.559746622999214
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28,52.83,0.62,37.89512750057102
158.4,0.0,194.9,219.7,11.0,897.7,712.9,28,8.54,1.39,27.17766812093688
265.0,111.0,86.0,195.0,6.0,833.0,790.0,28,41.54,0.74,32.774311813895935
237.5,237.5,0.0,228.0,0.0,932.0,594.0,270,38.41,0.96,25.29701457229072
290.4,0.0,96.2,168.1,9.4,961.2,865.0,3,22.5,0.58,38.86944198962867
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3,0.36,42.177579557126734
277.1,0.0,97.4,160.6,11.8,973.9,875.6,14,41.89,0.58,40.56882772635713
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14,33.7,0.72,41.9283363157399
146.0,173.0,0.0,182.0,3.0,986.0,817.0,28,23.74,1.25,35.719913757558594
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2,0.36,42.177579557126734
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,44.13,0.4,31.641387989410298
295.7,0.0,95.6,171.5,8.9,955.1,859.2,56,48.72,0.58,38.09905378897844
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56,51.43,0.72,41.9283363157399
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28,44.61,1.22,37.64588425918418
491.0,26.0,123.0,201.0,3.9,822.0,699.0,28,57.92,0.41,31.41480322451317
148.1,0.0,182.1,181.4,15.0,838.9,884.3,28,15.53,1.22,35.85586461649687
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.6,0.56,37.19271472938993
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,0.45,39.59451323729948
250.0,0.0,95.7,191.8,5.3,948.9,857.2,100,41.16,0.77,33.49938306156674
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56,45.08,0.75,40.931363350192534
148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28,17.95,1.07,41.15794811508966
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,39.6,0.49,33.45406610858732
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,24.4,0.51,44.17152548822146
233.8,0.0,94.6,197.9,4.6,947.0,852.2,100,34.56,0.85,32.117215995694266
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,56,46.64,0.72,41.883019362760464
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,27.63,0.78,32.09455751920455
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365,41.93,0.48,25.29701457229072
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91,56.5,0.41,42.08694565116788
355.9,0.0,141.6,193.3,11.0,801.4,778.4,28,40.87,0.54,33.15950591422105
153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28,19.01,1.16,36.626252817147105
318.0,0.0,126.0,210.0,6.0,861.0,737.0,28,40.06,0.66,29.375540340439017
159.1,186.7,0.0,175.6,11.3,989.6,788.9,28,32.77,1.1,37.17005625290022
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28,53.58,0.57,40.02502429060402
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,28.6,0.41,42.08694565116788
314.0,145.0,113.0,179.0,8.0,869.0,690.0,28,46.23,0.57,36.39966805224998
331.0,0.0,0.0,192.0,0.0,879.0,825.0,3,13.52,0.58,33.45406610858732
424.0,22.0,132.0,178.0,8.5,822.0,750.0,28,62.05,0.42,36.626252817147105
159.0,149.0,116.0,175.0,15.0,953.0,720.0,28,27.68,1.1,37.30600711183849
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,66.1,0.49,41.679093074353055
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14,17.82,0.73,49.360316604365686
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7,23.22,0.48,34.81357469797008
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56,34.2,0.85,36.10510785788371
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,14,24.99,0.85,39.43590390187149
